census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,9534,Furniture finishers and refinishers,HOUR,13,29,19,2012-2013,Employment Insurance Data,10.25,26.2541,19.513,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,12.5,30,19,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9535,"Plastic products assemblers, finishers and inspectors",HOUR,10.25,27.9321,19.021,2011,National Household Survey,,,,,,,,,,,,,,,,10.81,23,16,2011-2012,Employment Insurance Data,,,,,,10.25,26.5134,19.301,2011,National Household Survey,,,,,,,,,,
2011,9536,"Industrial painters, coaters and metal finishing process operators",HOUR,14,36,23.125,2012-2013,Employment Insurance Data,16,37,26.5,2012-2013,Employment Insurance Data,,,,,,,,,,,14,37.35,20.265,2012-2013,Employment Insurance Data,,,,,,14,35.85,22,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9537,"Other products assemblers, finishers and inspectors",HOUR,11,30,16,2012-2013,Labour Force Survey,12,22,15,2012-2013,Employment Insurance Data,,,,,,,,,,,11.25,22,15.43,2011-2012,Employment Insurance Data,,,,,,11,30,16,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9611,Labourers in mineral and metal processing,HOUR,13,27.4,18.64,2012-2013,Employment Insurance Data,12.25,28.5,18.005,2012-2013,Employment Insurance Data,,,,,,,,,,,12.82,26.95,17,2012-2013,Employment Insurance Data,14,28,20,2012-2013,Employment Insurance Data,10.25,38.9396,18.712,2011,National Household Survey,23.38,28.79,25.42,2006,2006 Census - Statistics Canada,,,,,
2011,9612,Labourers in metal fabrication,HOUR,10.25,38.9821,19.232,2011,National Household Survey,13,29.7,20,2012-2013,Employment Insurance Data,18,26.7,22,2012-2013,Employment Insurance Data,,,,,,13,27,18,2012-2013,Employment Insurance Data,15,25,18,2012-2013,Employment Insurance Data,11.044,39.3983,19.822,2011,National Household Survey,14.5,28,19.375,2012-2013,Employment Insurance Data,,,,,
2011,9613,Labourers in chemical products processing and utilities,HOUR,10.25,32.6247,21.714,2011,National Household Survey,13,27,17,2012-2013,Employment Insurance Data,,,,,,,,,,,12.82,25.38,18,2012-2013,Employment Insurance Data,,,,,,10.972,34.9392,22.55,2011,National Household Survey,,,,,,,,,,
2011,9614,"Labourers in wood, pulp and paper processing",HOUR,14,29.7,25,2012-2013,Labour Force Survey,14,29.7,25,2012-2013,Labour Force Survey,13.75,29,24.95,2011-2012,Labour Force Survey - Statistics Canada,,,,,,14,29.7,25,2012-2013,Labour Force Survey,19.5,29,25.55,2012-2013,Labour Force Survey,10.25,31,18,2012-2013,Labour Force Survey,14,29.7,25,2012-2013,Labour Force Survey,14,29.7,25,Labour Force Survey,2012-2013
2011,9615,Labourers in rubber and plastic products manufacturing,HOUR,11.5,22.1708,16.27,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,11,27,20,2011-2012,Labour Force Survey - Statistics Canada,,,,,,11.25,20.42,16,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9616,Labourers in textile processing,HOUR,10.25,24.77,11.5,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,9617,"Labourers in food, beverage and associated products processing",HOUR,10.5,24,15,2012-2013,Labour Force Survey,10.25,25.5351,13.245,2011,National Household Survey,,,,,,,,,,,10.25,24,15.26,2011-2012,Labour Force Survey,10.25,25.99,14,2012-2013,Employment Insurance Data,10.75,20.58,15,2012-2013,Labour Force Survey,10.75,25,15.2,2012-2013,Employment Insurance Data,,,,,
2011,9618,Labourers in fish and seafood processing,HOUR,10.25,23.8455,13.083,2011,National Household Survey,12,18.27,16,2012-2013,Employment Insurance Data,,,,,,12,19.53,15,2012-2013,Employment Insurance Data,,,,,,,,,,,10.25,23.5608,12.932,2011,National Household Survey,,,,,,,,,,
2011,9619,"Other labourers in processing, manufacturing and utilities",HOUR,10.25,28.5,14,2012-2013,Labour Force Survey,,,,,,,,,,,12,25,15.02,2012-2013,Employment Insurance Data,10.25,28.5,14,2012-2013,Labour Force Survey,10.5,22.07,15.04,2012-2013,Employment Insurance Data,10.25,31,14,2012-2013,Labour Force Survey,11,20,15,2012-2013,Employment Insurance Data,,,,,
